ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-2b9ac2,A-cbbe12,6/30/2023,7/2/2023 20:00,68,low,163,5,FALSE
T-59dfb0,A-82861f,12/18/2024,12/20/2024 11:00,59,medium,24,3,FALSE
T-ef9608,A-2bc93d,5/28/2023,5/28/2023 17:00,17,urgent,112,4,FALSE
T-77dffb,A-ee42db,12/18/2023,12/18/2023 11:00,11,medium,80,3,FALSE
T-77064e,A-cab532,3/28/2024,3/29/2024 8:00,32,low,175,4,FALSE
T-762eff,A-0f6450,4/24/2023,4/25/2023 4:00,28,low,46,3,FALSE
T-584792,A-d82ef9,10/15/2023,10/17/2023 3:00,51,low,121,4,FALSE
T-a67c6a,A-40de06,2/18/2024,2/20/2024 7:00,55,urgent,24,,FALSE
T-0ebaee,A-659280,3/5/2024,3/5/2024 2:00,2,medium,178,,FALSE
T-d035ff,A-86902e,3/13/2024,3/15/2024 6:00,54,urgent,22,,FALSE
T-9e0fbe,A-42b791,12/12/2023,12/13/2023 14:00,38,urgent,34,3,FALSE
T-48a7e1,A-0baac2,6/30/2024,7/1/2024 20:00,44,low,79,,FALSE
T-7dfcbc,A-ac9111,6/21/2023,6/21/2023 20:00,20,urgent,94,5,FALSE
T-011d44,A-dfbd31,3/29/2024,3/29/2024 13:00,13,low,159,4,FALSE
T-371908,A-d49cc5,4/13/2024,4/13/2024 7:00,7,low,53,,FALSE
T-bc73ad,A-fd7ad3,10/8/2024,10/9/2024 21:00,45,low,103,5,FALSE
T-2d7007,A-bd4708,12/13/2024,12/15/2024 3:00,51,high,176,,FALSE
T-1e7cbe,A-bb3bd4,7/10/2023,7/11/2023 1:00,25,high,158,,FALSE
T-eaf4bf,A-f446b6,7/26/2023,7/27/2023 23:00,47,urgent,114,5,FALSE
T-885cc0,A-798a3f,5/11/2024,5/11/2024 10:00,10,high,33,5,FALSE
T-4e6353,A-ffc04f,5/13/2024,5/14/2024 5:00,29,low,123,,FALSE
T-73bcc4,A-d27f50,5/1/2024,5/2/2024 11:00,35,medium,108,5,FALSE
T-882ab9,A-65c341,7/23/2023,7/24/2023 10:00,34,high,90,,FALSE
T-88c429,A-700ade,11/3/2024,11/4/2024 2:00,26,urgent,22,,FALSE
T-70430b,A-856b1e,3/25/2023,3/26/2023 1:00,25,low,8,,FALSE
T-36a591,A-18793f,12/9/2023,12/10/2023 21:00,45,low,99,3,FALSE
T-016d69,A-f97b9a,3/18/2023,3/19/2023 19:00,43,high,85,,FALSE
T-2a5b67,A-118d55,7/24/2023,7/25/2023 13:00,37,medium,47,5,FALSE
T-7976e4,A-50f3f7,6/17/2023,6/19/2023 22:00,70,medium,31,5,FALSE
T-d1973c,A-0532a9,3/11/2023,3/13/2023 7:00,55,low,88,,FALSE
T-9dc012,A-fda07f,9/24/2023,9/24/2023 12:00,12,high,2,,FALSE
T-d2dda8,A-81edc3,7/1/2023,7/2/2023 5:00,29,high,75,3,FALSE
T-c01944,A-c37cab,3/28/2024,3/29/2024 18:00,42,medium,146,3,FALSE
T-84745f,A-c16cf7,1/20/2023,1/21/2023 13:00,37,medium,165,,FALSE
T-46f3a5,A-7c4956,12/22/2024,12/22/2024 11:00,11,low,64,,FALSE
T-575b7e,A-e351e1,10/5/2023,10/5/2023 20:00,20,low,9,5,FALSE
T-2e8ffa,A-56962b,8/15/2023,8/15/2023 5:00,5,medium,153,,FALSE
T-e65eaf,A-5b1bcd,9/6/2024,9/7/2024 19:00,43,urgent,14,,FALSE
T-d23384,A-600734,9/3/2023,9/5/2023 21:00,69,high,74,4,FALSE
T-c512cd,A-86cdb4,11/7/2024,11/7/2024 5:00,5,high,81,3,FALSE
T-13a6c8,A-b44e3e,12/27/2023,12/27/2023 10:00,10,urgent,119,4,FALSE
T-c53a87,A-10b8da,2/19/2023,2/20/2023 13:00,37,high,105,,FALSE
T-accc3f,A-53f4e3,1/20/2024,1/21/2024 12:00,36,urgent,55,4,FALSE
T-4d9add,A-6965e1,8/12/2023,8/12/2023 18:00,18,high,155,3,FALSE
T-391128,A-0dbdc6,9/11/2023,9/13/2023 22:00,70,medium,92,,FALSE
T-02ebc4,A-0354fe,1/20/2023,1/20/2023 2:00,2,low,78,5,FALSE
T-95e4c4,A-484819,2/24/2024,2/26/2024 12:00,60,low,176,4,FALSE
T-2859a9,A-c1e51e,10/29/2024,10/31/2024 16:00,64,urgent,59,3,FALSE
T-80caf3,A-7641d3,2/21/2023,2/23/2023 7:00,55,urgent,123,,FALSE
T-fc38c0,A-a1b80b,1/21/2023,1/22/2023 12:00,36,low,107,3,FALSE
T-d1454f,A-68f37c,9/12/2024,9/12/2024 17:00,17,medium,42,4,FALSE
T-f79198,A-0f7d77,11/30/2023,12/1/2023 1:00,25,medium,17,,FALSE
T-2f8785,A-cdf020,12/26/2023,12/26/2023 2:00,2,low,121,5,FALSE
T-c961eb,A-f9cc74,12/9/2024,12/11/2024 2:00,50,medium,26,3,FALSE
T-5d144c,A-462d45,9/18/2023,9/19/2023 0:00,24,urgent,43,,FALSE
T-bb236d,A-cd458b,6/25/2024,6/26/2024 21:00,45,urgent,61,5,FALSE
T-4616b9,A-17939a,2/6/2024,2/8/2024 18:00,66,high,105,5,FALSE
T-149155,A-5b4ebb,1/2/2024,1/2/2024 11:00,11,medium,17,,FALSE
T-2ef7b5,A-a1bbb6,10/27/2023,10/27/2023 1:00,1,high,168,,FALSE
T-b8a88e,A-94c3cd,3/20/2023,3/22/2023 7:00,55,medium,175,4,FALSE
T-e0928c,A-cbbe12,9/4/2023,9/4/2023 19:00,19,urgent,26,4,FALSE
T-86e8cc,A-ced9aa,7/20/2023,7/20/2023 17:00,17,low,147,,FALSE
T-1070ee,A-bb1eaa,10/4/2023,10/6/2023 3:00,51,urgent,178,,FALSE
T-c5474d,A-00cac8,6/6/2023,6/8/2023 17:00,65,urgent,149,,FALSE
T-3c2ede,A-a1bbb6,8/24/2023,8/24/2023 16:00,16,high,147,4,FALSE
T-e18407,A-3b5cd1,12/21/2024,12/23/2024 12:00,60,urgent,92,,FALSE
T-804db5,A-9f0b68,12/9/2024,12/11/2024 2:00,50,high,122,,FALSE
T-ebcbc7,A-7e0a10,9/2/2023,9/2/2023 11:00,11,urgent,41,3,FALSE
T-b95195,A-cdf020,7/11/2023,7/13/2023 21:00,69,medium,28,,FALSE
T-326fb6,A-1f559b,6/28/2023,6/29/2023 8:00,32,high,142,4,FALSE
T-4013e1,A-5b4ebb,2/19/2023,2/21/2023 22:00,70,low,18,5,FALSE
T-99dba7,A-dcc3f1,5/1/2024,5/2/2024 20:00,44,low,126,4,FALSE
T-cbc3ab,A-1f7acb,1/20/2023,1/22/2023 17:00,65,high,155,5,FALSE
T-2354bb,A-d26ab4,8/30/2023,8/31/2023 23:00,47,medium,72,,FALSE
T-4e07bf,A-600734,10/29/2023,10/29/2023 14:00,14,urgent,123,3,FALSE
T-c39af4,A-149a69,10/19/2024,10/21/2024 17:00,65,low,59,,FALSE
T-4ebe83,A-6e7827,9/25/2024,9/26/2024 11:00,35,low,86,3,FALSE
T-00f542,A-158f4e,4/18/2024,4/19/2024 0:00,24,medium,83,5,FALSE
T-75271b,A-751bd4,10/22/2023,10/22/2023 19:00,19,medium,101,,FALSE
T-dfd61e,A-b2af2e,1/9/2024,1/11/2024 17:00,65,low,91,4,FALSE
T-a56288,A-4a267b,6/22/2023,6/22/2023 5:00,5,high,25,5,FALSE
T-f45502,A-781cc0,8/17/2024,8/19/2024 16:00,64,high,120,5,FALSE
T-3bc756,A-a0ca4e,4/24/2023,4/24/2023 10:00,10,low,129,4,TRUE
T-eb6b8e,A-02cd81,7/10/2024,7/10/2024 9:00,9,high,99,4,TRUE
T-d8ba4b,A-ffc04f,11/12/2023,11/12/2023 1:00,1,medium,17,5,FALSE
T-01c405,A-c16b88,3/15/2023,3/16/2023 12:00,36,medium,121,,FALSE
T-e6d7c6,A-c58f49,8/13/2024,8/13/2024 13:00,13,medium,95,5,FALSE
T-0f7d84,A-a6d261,10/27/2024,10/29/2024 0:00,48,medium,81,,FALSE
T-ca8cb0,A-2b9d3e,3/12/2024,3/13/2024 4:00,28,low,127,5,FALSE
T-5d7ef5,A-9ee962,2/11/2024,2/13/2024 16:00,64,high,23,4,FALSE
T-b1720e,A-bb1486,8/27/2023,8/27/2023 13:00,13,high,118,,FALSE
T-78fcb1,A-39868b,1/2/2024,1/2/2024 18:00,18,urgent,16,5,FALSE
T-3b9fea,A-f97b9a,9/16/2023,9/16/2023 5:00,5,low,58,,FALSE
T-5df3d2,A-c42f1f,4/5/2024,4/6/2024 13:00,37,high,97,,FALSE
T-8206d0,A-9bfc9f,9/23/2024,9/24/2024 23:00,47,urgent,21,,FALSE
T-fa1316,A-712426,5/18/2024,5/20/2024 12:00,60,low,169,4,FALSE
T-ac52cc,A-87aa7b,3/19/2024,3/19/2024 1:00,1,medium,64,,FALSE
T-e8ac58,A-1ac5e0,1/10/2023,1/11/2023 21:00,45,medium,21,5,FALSE
T-cddf95,A-bcf87c,1/9/2024,1/11/2024 22:00,70,medium,40,3,FALSE
T-f0aca7,A-1b9609,4/22/2024,4/24/2024 14:00,62,urgent,74,3,FALSE
T-c6ee94,A-f446b6,11/25/2024,11/25/2024 18:00,18,high,127,,TRUE
T-9e6b9a,A-39868b,6/10/2023,6/12/2023 2:00,50,high,144,,FALSE
T-b04488,A-d40bf7,11/3/2024,11/3/2024 14:00,14,urgent,80,5,FALSE
T-2b0275,A-22f2df,6/14/2024,6/16/2024 9:00,57,high,49,,FALSE
T-49f7fa,A-68f37c,4/20/2024,4/20/2024 18:00,18,high,139,,FALSE
T-6676f9,A-3d957b,3/5/2024,3/7/2024 5:00,53,high,40,3,FALSE
T-820846,A-180abf,7/30/2024,7/30/2024 10:00,10,medium,44,,FALSE
T-d66f0f,A-8b25f2,12/3/2023,12/5/2023 4:00,52,medium,15,5,FALSE
T-4486bf,A-1619f8,11/11/2024,11/12/2024 23:00,47,urgent,152,,FALSE
T-b51da1,A-354f12,8/3/2023,8/5/2023 18:00,66,low,104,,FALSE
T-e34acc,A-9bfc9f,8/24/2023,8/25/2023 3:00,27,low,30,3,FALSE
T-8d5902,A-e61e98,7/1/2023,7/2/2023 15:00,39,medium,58,5,FALSE
T-7d878f,A-54d94a,7/19/2024,7/21/2024 19:00,67,medium,18,3,FALSE
T-508c6e,A-151c9a,6/1/2024,6/1/2024 23:00,23,medium,176,3,FALSE
T-233db8,A-a0ca4e,10/3/2023,10/4/2023 10:00,34,low,133,3,FALSE
T-e112be,A-34ea2f,11/3/2023,11/4/2023 16:00,40,urgent,74,4,FALSE
T-d6e90f,A-e4bf56,3/22/2024,3/24/2024 21:00,69,urgent,142,3,FALSE
T-f97a8b,A-0e966d,9/11/2024,9/11/2024 22:00,22,medium,100,5,TRUE
T-ed09ab,A-94d3da,12/27/2024,12/28/2024 1:00,25,high,130,,FALSE
T-2537ea,A-5a3eb9,4/15/2023,4/16/2023 16:00,40,high,71,,FALSE
T-17884a,A-104f1a,8/7/2023,8/8/2023 10:00,34,medium,38,3,FALSE
T-2d3ea5,A-e4bf56,8/27/2024,8/28/2024 2:00,26,urgent,124,,FALSE
T-4d29dc,A-5a92e7,1/4/2023,1/5/2023 1:00,25,urgent,147,,FALSE
T-273811,A-029f69,6/23/2023,6/25/2023 1:00,49,low,85,,FALSE
T-ce9e96,A-7a0d69,4/25/2024,4/25/2024 22:00,22,high,22,5,FALSE
T-d3a975,A-3ce5b8,10/8/2023,10/9/2023 10:00,34,urgent,169,3,FALSE
T-2e98ad,A-854864,9/14/2023,9/16/2023 6:00,54,medium,90,5,FALSE
T-d6da92,A-2d1036,11/30/2024,11/30/2024 7:00,7,urgent,83,5,FALSE
T-7b5fdd,A-5a184f,6/28/2023,6/28/2023 4:00,4,low,56,5,FALSE
T-629f53,A-37f969,12/29/2023,12/29/2023 19:00,19,low,176,,TRUE
T-f367ef,A-c7ffc2,10/12/2023,10/14/2023 15:00,63,low,143,,FALSE
T-2b2a49,A-39b19f,6/4/2024,6/5/2024 4:00,28,medium,174,,FALSE
T-e6e80e,A-ffc04f,6/23/2023,6/23/2023 21:00,21,urgent,21,,FALSE
T-df5e8e,A-b48f73,6/22/2023,6/23/2023 15:00,39,high,40,3,FALSE
T-bf2cc6,A-e2cd1b,5/12/2023,5/13/2023 8:00,32,high,162,3,FALSE
T-b43b6a,A-4ae22a,8/9/2024,8/9/2024 9:00,9,urgent,10,,FALSE
T-d553b7,A-39b19f,8/6/2023,8/7/2023 1:00,25,low,5,4,FALSE
T-0313d4,A-ad64c6,11/4/2024,11/6/2024 4:00,52,medium,173,,FALSE
T-8d4cd3,A-f25509,7/13/2023,7/15/2023 20:00,68,high,169,,FALSE
T-67350b,A-8adedc,8/19/2024,8/19/2024 18:00,18,low,19,,FALSE
T-81c410,A-3f9cc0,12/7/2023,12/9/2023 8:00,56,urgent,138,,FALSE
T-e6e1ba,A-d922bf,5/28/2023,5/29/2023 17:00,41,medium,146,,TRUE
T-91edfc,A-92a3af,3/30/2024,4/1/2024 9:00,57,medium,68,,TRUE
T-51cf8c,A-fe79a5,5/25/2023,5/25/2023 7:00,7,medium,123,5,FALSE
T-ea95ef,A-751c58,2/7/2023,2/8/2023 8:00,32,medium,147,4,FALSE
T-10ac61,A-2d4502,5/2/2024,5/2/2024 2:00,2,urgent,171,5,FALSE
T-902d96,A-76fa4d,12/27/2024,12/29/2024 11:00,59,high,147,4,FALSE
T-317894,A-0651a4,4/20/2024,4/20/2024 1:00,1,high,135,3,FALSE
T-4e9902,A-42b791,6/22/2023,6/22/2023 13:00,13,high,162,5,FALSE
T-2d6f9d,A-fabe19,5/23/2023,5/24/2023 8:00,32,urgent,63,,FALSE
T-21a62a,A-bc4d48,9/20/2024,9/20/2024 9:00,9,medium,104,5,FALSE
T-435417,A-02cd81,2/2/2024,2/2/2024 6:00,6,urgent,44,5,FALSE
T-f0ad1e,A-940b8b,7/14/2023,7/14/2023 15:00,15,low,164,5,FALSE
T-9a49dd,A-3ce5b8,5/8/2023,5/9/2023 18:00,42,high,65,4,FALSE
T-20d400,A-c9bb3e,10/14/2023,10/15/2023 11:00,35,high,169,,FALSE
T-437e48,A-9174e0,10/30/2024,10/31/2024 1:00,25,urgent,161,5,FALSE
T-1948cd,A-bc87bc,11/10/2023,11/12/2023 3:00,51,medium,28,,FALSE
T-b9ca29,A-e98302,8/28/2024,8/30/2024 16:00,64,low,37,4,FALSE
T-f9f1f5,A-e19ff6,4/21/2023,4/23/2023 3:00,51,high,109,4,FALSE
T-437b2d,A-95b24a,11/6/2023,11/7/2023 9:00,33,high,12,3,FALSE
T-12a7d7,A-80eeb6,8/2/2023,8/2/2023 2:00,2,low,59,3,FALSE
T-99ec8e,A-f9cc74,11/14/2024,11/16/2024 15:00,63,low,129,3,FALSE
T-cb95ef,A-c4ea60,2/16/2023,2/18/2023 10:00,58,low,74,3,FALSE
T-27d929,A-10b8f2,11/10/2023,11/12/2023 11:00,59,urgent,26,5,FALSE
T-6faf48,A-7c83a1,4/21/2024,4/21/2024 3:00,3,high,82,5,FALSE
T-7b5e96,A-b9eed8,9/29/2024,9/29/2024 23:00,23,high,162,4,FALSE
T-cc3d2a,A-b11cd0,1/31/2024,1/31/2024 7:00,7,medium,104,,FALSE
T-99abf9,A-2edab2,7/31/2023,7/31/2023 1:00,1,high,135,3,FALSE
T-9eecab,A-f3ff05,7/17/2023,7/18/2023 3:00,27,high,122,,FALSE
T-276a05,A-c37cab,10/17/2023,10/19/2023 14:00,62,high,144,3,TRUE
T-1e080e,A-712426,8/4/2024,8/4/2024 15:00,15,urgent,66,5,FALSE
T-da9234,A-7da956,4/20/2024,4/21/2024 11:00,35,medium,112,5,FALSE
T-a6cf94,A-1b707d,10/18/2024,10/19/2024 8:00,32,medium,160,,FALSE
T-78ed7c,A-b07346,8/13/2024,8/15/2024 22:00,70,high,31,4,FALSE
T-82f258,A-ff3c73,3/19/2023,3/21/2023 18:00,66,medium,79,3,FALSE
T-256979,A-038089,4/2/2023,4/2/2023 9:00,9,low,96,,FALSE
T-8e9bd1,A-1f7acb,6/27/2024,6/29/2024 22:00,70,medium,131,5,FALSE
T-544625,A-a8b49c,9/23/2023,9/26/2023 0:00,72,low,105,4,FALSE
T-298948,A-fdfc91,2/6/2024,2/8/2024 5:00,53,urgent,105,4,FALSE
T-21611f,A-82861f,1/27/2023,1/28/2023 5:00,29,low,19,3,FALSE
T-24643b,A-d922bf,2/21/2024,2/21/2024 2:00,2,low,130,3,FALSE
T-2708ab,A-96e141,11/7/2023,11/7/2023 8:00,8,medium,42,4,FALSE
T-5e7096,A-44dc83,10/18/2023,10/19/2023 23:00,47,low,35,,FALSE
T-7ba83f,A-ffc04f,2/1/2023,2/2/2023 23:00,47,high,47,4,FALSE
T-e14078,A-e2cd1b,4/27/2023,4/27/2023 2:00,2,urgent,16,,FALSE
T-f2e96f,A-96e141,4/24/2023,4/24/2023 17:00,17,urgent,130,,FALSE
T-519a0a,A-f5641b,8/9/2024,8/11/2024 14:00,62,medium,132,,FALSE
T-dca519,A-ce66f8,9/14/2024,9/14/2024 7:00,7,urgent,47,,FALSE
T-b9e44a,A-1ac5e0,6/10/2023,6/12/2023 14:00,62,medium,13,,FALSE
T-17e8e9,A-7c6b6b,9/3/2023,9/4/2023 9:00,33,high,63,5,FALSE
T-82ae01,A-49b828,6/3/2023,6/3/2023 6:00,6,medium,150,4,FALSE
T-e51e43,A-4e960a,4/30/2023,4/30/2023 13:00,13,low,41,5,FALSE
T-45e6da,A-1e6fc3,3/8/2024,3/9/2024 9:00,33,low,120,3,FALSE
T-b5aa6f,A-7c83a1,2/14/2023,2/15/2023 20:00,44,low,85,4,FALSE
T-93a37f,A-95b24a,8/8/2023,8/8/2023 9:00,9,high,74,,FALSE
T-6e76a6,A-625d0b,9/17/2023,9/18/2023 13:00,37,urgent,141,,FALSE
T-09dd85,A-fd7ad3,2/6/2023,2/6/2023 14:00,14,low,12,3,FALSE
T-1cd0a4,A-35083d,6/25/2024,6/27/2024 6:00,54,low,61,5,FALSE
T-d5ea25,A-9289f6,10/14/2024,10/16/2024 11:00,59,low,56,5,FALSE
T-a4d85c,A-0f6450,4/3/2023,4/5/2023 8:00,56,medium,37,3,FALSE
T-db00f6,A-c1e51e,8/13/2024,8/14/2024 8:00,32,urgent,101,3,FALSE
T-6c817f,A-6da850,8/1/2023,8/3/2023 23:00,71,urgent,69,,FALSE
T-1bcdb6,A-cbd1a3,6/28/2024,6/28/2024 3:00,3,medium,12,4,FALSE
T-c475b2,A-712533,10/29/2024,10/29/2024 23:00,23,high,76,4,FALSE
T-a3df20,A-39ddf4,3/9/2024,3/11/2024 20:00,68,high,118,,FALSE
T-7214d0,A-443f6f,9/6/2024,9/6/2024 13:00,13,urgent,42,5,FALSE
T-4cc9eb,A-bc87bc,12/29/2024,12/31/2024 19:00,67,low,46,5,FALSE
T-c1ca2b,A-7920cc,6/18/2023,6/19/2023 9:00,33,low,150,5,FALSE
T-9f48ae,A-22d9d2,1/22/2024,1/22/2024 19:00,19,medium,87,5,FALSE
T-63aaba,A-241e75,9/7/2023,9/8/2023 16:00,40,medium,21,,FALSE
T-bb3cde,A-bbc346,6/9/2023,6/11/2023 2:00,50,urgent,128,4,FALSE
T-4336b6,A-ed510f,6/22/2024,6/24/2024 9:00,57,low,19,,FALSE
T-c30ac0,A-2f6a32,5/6/2024,5/8/2024 9:00,57,medium,5,4,FALSE
T-a80aac,A-443b7c,6/18/2023,6/19/2023 11:00,35,medium,12,,FALSE
T-37c256,A-856b1e,1/11/2024,1/13/2024 17:00,65,low,133,,FALSE
T-334013,A-3be56b,7/17/2023,7/19/2023 17:00,65,medium,96,4,FALSE
T-970159,A-e888d1,2/9/2024,2/10/2024 22:00,46,urgent,95,,TRUE
T-ded4a8,A-0a282f,5/3/2024,5/5/2024 0:00,48,urgent,35,5,FALSE
T-9f7253,A-883b7d,6/23/2023,6/23/2023 17:00,17,urgent,144,4,FALSE
T-0a9b1f,A-9208f0,1/27/2023,1/27/2023 19:00,19,medium,166,,TRUE
T-fa88e4,A-95b24a,3/14/2024,3/14/2024 8:00,8,high,122,5,FALSE
T-665175,A-883b7d,12/1/2024,12/1/2024 21:00,21,urgent,13,3,FALSE
T-2ca24a,A-42e5e1,5/22/2024,5/22/2024 18:00,18,high,51,4,FALSE
T-7bc25b,A-337bc1,8/10/2023,8/10/2023 21:00,21,medium,7,4,FALSE
T-df171c,A-09540c,2/24/2024,2/25/2024 5:00,29,high,72,4,FALSE
T-ed6cdf,A-977ca0,6/2/2023,6/5/2023 0:00,72,medium,100,,FALSE
T-07f485,A-55f257,6/3/2024,6/5/2024 5:00,53,urgent,150,5,FALSE
T-09825e,A-dbc825,9/30/2024,9/30/2024 22:00,22,urgent,34,,FALSE
T-bc2607,A-39b19f,8/6/2024,8/8/2024 17:00,65,high,155,5,FALSE
T-df9fc9,A-43a9e3,3/24/2023,3/26/2023 16:00,64,urgent,90,4,FALSE
T-f9ca4b,A-8ed5dd,6/3/2023,6/3/2023 21:00,21,low,180,5,FALSE
T-8d4c7f,A-f446b6,10/31/2023,11/2/2023 7:00,55,urgent,68,,FALSE
T-a9fa22,A-9a532a,5/4/2023,5/6/2023 22:00,70,low,81,,FALSE
T-216c7c,A-fa3095,6/27/2024,6/28/2024 2:00,26,low,71,5,FALSE
T-650a6d,A-fe79a5,4/10/2023,4/12/2023 18:00,66,high,26,5,FALSE
T-b01917,A-625d0b,12/24/2023,12/26/2023 16:00,64,high,135,,FALSE
T-b154de,A-600734,4/16/2023,4/18/2023 23:00,71,urgent,57,,TRUE
T-8ece2f,A-9123ac,9/9/2024,9/9/2024 3:00,3,urgent,102,5,FALSE
T-e12097,A-86fc1d,8/3/2024,8/4/2024 2:00,26,urgent,29,5,FALSE
T-9e1726,A-5fe118,7/25/2023,7/25/2023 19:00,19,urgent,26,4,FALSE
T-e45d87,A-296d7c,7/8/2024,7/9/2024 4:00,28,low,139,5,FALSE
T-4da38c,A-42e5e1,6/5/2023,6/6/2023 18:00,42,low,69,4,FALSE
T-4fd4ae,A-e7beab,10/19/2023,10/21/2023 6:00,54,low,110,,FALSE
T-10a089,A-9c18c4,4/22/2024,4/24/2024 8:00,56,high,165,,FALSE
T-73db23,A-89ee83,1/26/2023,1/27/2023 5:00,29,urgent,146,,FALSE
T-ebb149,A-0baac2,9/14/2024,9/15/2024 16:00,40,high,154,5,FALSE
T-6b1dfe,A-832ec2,4/14/2024,4/14/2024 4:00,4,high,87,4,TRUE
T-418d3f,A-e98302,6/29/2023,6/29/2023 16:00,16,medium,84,4,FALSE
T-22724b,A-94c3cd,8/17/2024,8/19/2024 13:00,61,high,145,3,FALSE
T-57b938,A-dfbd31,7/22/2023,7/24/2023 17:00,65,high,145,,FALSE
T-9ce175,A-82d8a6,3/5/2024,3/5/2024 11:00,11,medium,164,,FALSE
T-1173d2,A-7641d3,12/14/2024,12/15/2024 20:00,44,high,88,3,FALSE
T-fbc3c3,A-65a46c,3/17/2023,3/18/2023 15:00,39,urgent,51,,FALSE
T-383e2b,A-86fc1d,12/24/2024,12/24/2024 17:00,17,urgent,140,,FALSE
T-8cb85f,A-d82ef9,5/7/2023,5/7/2023 10:00,10,urgent,34,4,FALSE
T-2b566c,A-cbd1a3,9/8/2024,9/10/2024 22:00,70,medium,167,,FALSE
T-f93d8a,A-e83938,12/23/2023,12/23/2023 8:00,8,medium,41,,FALSE
T-1374f5,A-6f50ae,10/18/2024,10/19/2024 2:00,26,medium,59,4,FALSE
T-4adbf1,A-149a69,3/22/2023,3/24/2023 5:00,53,urgent,169,,FALSE
T-67bfa4,A-eb7fac,4/23/2024,4/24/2024 13:00,37,urgent,75,4,FALSE
T-9f2d91,A-2e3bad,9/20/2024,9/20/2024 18:00,18,low,110,,FALSE
T-320686,A-7c5768,3/10/2023,3/10/2023 8:00,8,high,170,5,FALSE
T-a838f4,A-e36807,5/22/2024,5/24/2024 21:00,69,medium,159,4,FALSE
T-d9f5fb,A-ab438f,6/28/2024,6/30/2024 15:00,63,urgent,86,4,FALSE
T-4dc68c,A-1f0ac7,4/12/2024,4/12/2024 14:00,14,low,174,,FALSE
T-5ef304,A-faa28c,1/18/2024,1/19/2024 20:00,44,low,139,4,FALSE
T-cfec7f,A-089363,8/22/2023,8/22/2023 21:00,21,medium,75,4,FALSE
T-9b3a8d,A-f1f639,4/21/2024,4/21/2024 21:00,21,urgent,90,4,FALSE
T-706e49,A-5b1bcd,3/16/2024,3/18/2024 10:00,58,low,124,,FALSE
T-a9e396,A-8adedc,3/28/2023,3/30/2023 6:00,54,low,124,,FALSE
T-9df65f,A-c42f1f,6/29/2024,6/30/2024 12:00,36,urgent,8,,FALSE
T-0e9c68,A-3d957b,10/31/2023,11/1/2023 21:00,45,urgent,125,,FALSE
T-ff4462,A-702032,7/23/2024,7/23/2024 3:00,3,high,140,,FALSE
T-e8df78,A-e83938,12/1/2024,12/1/2024 3:00,3,low,52,3,FALSE
T-082788,A-00bed1,12/14/2023,12/14/2023 6:00,6,urgent,174,,FALSE
T-41c4aa,A-f45426,10/31/2023,10/31/2023 11:00,11,low,144,,FALSE
T-559617,A-69b156,7/15/2023,7/15/2023 20:00,20,high,30,,FALSE
T-91b90d,A-e08cd3,12/26/2024,12/26/2024 17:00,17,high,109,4,FALSE
T-9f53ca,A-1b9609,1/23/2024,1/24/2024 5:00,29,high,157,,FALSE
T-aba492,A-3793ee,9/14/2023,9/14/2023 9:00,9,low,36,,FALSE
T-b1c40d,A-139c3b,4/5/2023,4/5/2023 13:00,13,low,37,4,FALSE
T-b68fa5,A-e08cd3,10/13/2023,10/13/2023 11:00,11,medium,101,,FALSE
T-13b65c,A-e43bf7,4/24/2024,4/24/2024 18:00,18,urgent,135,5,TRUE
T-2c42d0,A-e693b6,7/6/2023,7/6/2023 1:00,1,urgent,144,3,FALSE
T-583d4d,A-df1e44,5/12/2023,5/13/2023 14:00,38,medium,91,5,FALSE
T-19c13c,A-fdfc91,4/27/2023,4/27/2023 13:00,13,urgent,177,,FALSE
T-671909,A-310452,5/5/2023,5/7/2023 10:00,58,medium,60,5,FALSE
T-cdecbd,A-9c18c4,12/8/2024,12/8/2024 12:00,12,low,133,3,FALSE
T-8934e8,A-92a3af,4/22/2024,4/24/2024 23:00,71,medium,49,,FALSE
T-9d9a08,A-66224b,3/22/2024,3/24/2024 18:00,66,urgent,105,3,FALSE
T-27d2a6,A-fda07f,4/21/2024,4/22/2024 7:00,31,low,102,,FALSE
T-f5bee9,A-c16cf7,7/18/2023,7/20/2023 3:00,51,low,124,3,FALSE
T-4f404a,A-bb1486,3/7/2024,3/7/2024 2:00,2,high,115,,FALSE
T-454d17,A-b3fe05,9/1/2023,9/1/2023 17:00,17,urgent,90,3,FALSE
T-61208e,A-2789e3,10/9/2024,10/11/2024 19:00,67,medium,3,4,FALSE
T-3e18cf,A-35083d,9/27/2024,9/29/2024 12:00,60,high,152,,FALSE
T-ead922,A-86902e,6/3/2024,6/3/2024 6:00,6,urgent,16,5,FALSE
T-da4f37,A-69b156,9/1/2024,9/1/2024 9:00,9,low,161,4,FALSE
T-0e6a8b,A-b44e3e,6/23/2024,6/25/2024 23:00,71,medium,66,4,FALSE
T-a1bceb,A-3a7284,9/24/2023,9/25/2023 17:00,41,high,105,,FALSE
T-57367e,A-b3fe05,12/6/2024,12/8/2024 15:00,63,high,39,,FALSE
T-0aeed3,A-e5d6ab,6/27/2024,6/28/2024 0:00,24,low,151,,FALSE
T-60c7c9,A-02fac6,10/17/2023,10/18/2023 4:00,28,low,45,,FALSE
